21713:302,654,84,58,616,8,29,1102,76,354
21794:17,302,654,58,616,29,15,76,650,8
21932:17,302,654,76,616,58,8,866,84,29
21968:17,654,302,58,616,84,76,8,354,518
22036:17,302,616,654,58,650,8,542,29,15
22128:168,27414,30695,12254,661,2012,719,9021,42588,12272
22222:17,1187,245,302,899,8,84,654,891,518
22299:101336,4339,35953,13652,70740,82875,25237,38234,17,302
22373:335,20322,2638,33748,2139,31631,81589,71816,28735,8993
22430:17,654,616,302,29,650,8,76,542,84
22483:17,302,616,654,138,58,8,70,76,542
22546:17,84,518,302,616,654,58,1102,101,650
22603:17,1187,302,891,899,84,8,654,245,616
22706:89392,440,82599,98058,40504,2121,220,8870,66207,7732
22807:168,719,984,5480,801,8860,1326,1400,1528,463
22863:76,17,8,2852,508,873,40,2139,518,931
22936:76,17,361,866,302,564,654,2139,616,698
23073:302,654,84,58,616,8,29,1102,354,76
23208:5008,2162,875,4420,2200,8058,6450,947,14370,10054
23323:17,302,654,76,616,58,8,866,84,29
23452:17,302,616,29,84,8,76,542,650,354
23549:17,327,787,409,103,1987,45,394,931,236
23686:17,302,616,654,58,84,518,76,542,564
23828:10503,17,81,14508,840,27291,5767,76,605,4154
23959:17,302,58,616,84,29,8,518,542,76
24060:17,8,518,327,65,2140,245,616,131,654
24158:76,564,17,616,58,302,698,2414,226,654
24236:17,302,616,654,8,542,76,564,58,84
24339:17,302,654,76,616,58,8,866,84,29
24489:17,302,654,76,616,58,8,866,84,29
24639:17,616,302,58,654,76,8,518,542,564
24702:827,1410,1205,508,698,8,70,500,564,3618
24793:17,302,654,76,616,58,8,866,84,29
24907:8,17,70058,66472,55883,4364,563,6007,4470,656
24965:17,224,302,616,654,650,182,58,29,8
25059:17,302,654,76,616,58,8,866,84,29
25147:17,302,654,76,354,84,616,58,29,138
25251:5023,39616,760,2153,11019,56965,4394,1803,168,60857
25301:17,302,654,76,616,58,8,866,84,29
25471:4021,12273,2307,28033,31388,16359,1842,13039,40850,81
25615:59923,67277,22812,29244,74935,27252,63536,21416,72921,20241
25719:302,654,84,58,616,8,29,354,518,1102
25822:17,302,654,76,616,58,8,866,84,29
25887:26898,30587,47265,26976,17,302,654,76,616,58
25989:669,30815,9674,13077,16965,24933,51232,37112,4409,36432
26115:17,302,654,76,616,58,8,866,84,29
26197:17,616,302,8,518,542,1099,873,81,58
26307:302,17,654,58,616,29,15,518,84,138
26431:10503,17,81,8454,840,605,14508,76,27291,5767
26516:16387,12022,641,12586,63933,5381,81,80197,5742,70402
26612:17,12706,81,301,500,3684,89186,5767,24291,1148
26691:302,654,84,58,616,8,29,76,1102,354
26779:17,245,61,654,616,157,302,564,15,8
26882:17,302,654,76,616,58,8,866,84,29
26972:81,17,226,76,70,616,698,302,564,654
27126:17,302,654,76,616,58,8,866,84,29
27250:17,302,654,76,616,58,8,866,84,29
27341:17,302,654,76,616,58,8,866,84,29
27447:9054,2510,5975,14268,603,4656,13341,6311,306,7926
27514:533,603,5975,6311,15506,12294,19206,4040,2633,911
27594:17,58,61,1535,8,1764,518,1578,654,1471
27701:17,302,654,76,616,58,8,866,84,29
27799:508,1790,17,76,901,650,226,564,3789,1326
27932:17,302,654,76,616,58,8,866,84,29
28037:17,616,654,302,58,15,8,542,518,29
28152:2312,3481,23595,17498,33620,6219,31760,14505,81719,37647
28237:2406,6906,42870,8226,20416,51980,1069,5775,2512,14966
28386:17,616,302,654,58,8,542,650,564,76
28496:17,302,654,76,616,58,8,866,84,29
28560:81,226,17,70,564,508,76,302,138,616
28700:47376,28989,110614,3860,8,17,302,654,76,616
28873:17,542,2139,616,698,787,302,101,564,4292
28981:17,302,654,76,616,58,8,866,84,29
29046:95378,22019,87334,3546,28516,23565,13815,10525,1847,554
29141:20096,4138,1023,787,6849,35635,654,57665,118963,983
29387:71615,19291,17,302,654,76,616,58,8,866
29497:17,654,302,616,29,84,8,650,76,289
29578:17,302,654,76,616,58,8,866,84,29
29725:76,6545,62537,48057,93881,273,12545,11976,40,508
29873:17,302,654,76,616,58,8,866,84,29
29943:26531,15204,363,5078,13229,56568,2509,5567,802,53369
30094:17,302,654,182,650,616,58,1245,76,29
30264:17,616,654,302,542,8,58,15,518,32
30375:17,302,654,518,29,76,354,650,101,564
30527:17,302,654,76,616,58,8,866,84,29
30694:5671,741,22420,13581,29000,57558,78658,16717,68489,4016
30840:17,302,616,654,8,518,84,58,15,542
30927:302,654,84,616,58,8,29,1102,518,76
31004:8322,17,24933,76,9674,13077,224,947,16965,6856
31130:17,61,616,508,8,15,245,65,119,1002
31274:17,302,654,76,616,58,8,866,84,29
31371:17,616,302,654,58,8,650,542,29,76
31510:42547,95444,2548,24983,7264,53526,95692,717,14176,66646
31653:840,3196,2548,10541,27070,5111,8069,197,17,14793
31890:67614,68909,114078,48229,525,91515,61909,20084,931,35539
32032:17,616,302,58,654,650,409,542,62,224
32161:168,719,984,1528,5480,463,9417,8860,2153,14754
32251:17,302,654,76,616,58,8,866,84,29
32379:17,302,654,616,58,8,29,650,84,542
32565:1825,8398,3184,45793,18964,42346,2115,6057,22489,18756
32656:17,302,654,616,58,29,8,15,650,518
32780:1091,1352,84669,15287,11584,3704,931,95594,21005,2680
32917:61,81,302,65,616,76,10455,15,650,568
32986:17,302,654,76,616,58,8,866,84,29
33181:17,302,654,616,58,29,84,226,138,76
33346:2030,17,302,616,654,58,8,518,61,245
33443:236,238,4268,6496,285,2919,101,554,45,3731
33554:17,302,654,76,616,58,8,866,84,29
33701:361,2946,22506,19955,3407,11625,4011,32467,75230,1521
33807:168,17,58,719,654,616,76,302,29,8860
33874:17,654,787,616,302,8,518,58,84,15
34054:17,302,654,76,616,58,8,866,84,29
34174:17,654,518,32,787,58,542,616,650,245
34341:5697,21541,588,103941,33217,34675,62180,71303,16309,2406
34492:17,302,654,616,564,58,650,8,84,736
34553:17,3389,899,48,1187,302,1119,891,654,245
34703:17,302,654,76,616,58,8,866,84,29
34833:17,302,654,616,58,29,8,76,84,650
34936:112434,34251,90412,17,302,654,76,616,58,8
35092:16166,37265,15184,23467,36088,720,34554,11351,36715,899
35229:17,302,654,76,616,58,8,866,84,29
35297:56113,11800,13504,12115,72766,17519,51035,64628,82549,12791
35510:3372,8321,226,6503,70,17,1790,2068,11563,698
35676:5975,2510,1397,9054,603,4889,6311,10981,4671,76
35820:17,302,654,76,616,58,8,866,84,29
35970:24880,53261,119725,17,302,654,76,616,58,8
36185:23950,14147,39436,24896,14467,1758,15264,10330,890,3568
36268:26628,33833,13411,1592,53668,87601,481,4012,70521,103949
36393:17,302,654,76,616,58,8,866,84,29
36561:82128,80582,8,100978,36987,10595,76,273,55309,45674
36696:669,16965,36432,104327,14915,19528,113932,56139,8322,17841
36961:17,302,654,76,616,58,8,866,84,29
37160:4755,3107,1352,10041,2880,1527,189,3172,6434,1712
37272:17,302,654,76,616,58,8,866,84,29
37404:17,866,302,654,58,616,76,29,354,84
37570:17,302,654,76,616,58,8,866,84,29
37735:3372,8321,6503,226,11563,17,70,1790,2068,698
37912:17,302,654,76,616,58,8,866,84,29
38037:17,302,654,76,616,58,8,866,84,29
38362:17,302,654,616,84,58,8,518,29,301
38557:44922,363,199,5767,3409,97264,1462,50170,13267,1372
38691:15,616,17,483,15141,7210,8,736,61,103
38870:17,616,302,654,58,650,8,564,542,84
39043:101,34482,60566,44872,35380,25997,4034,77627,12045,11457
39159:15746,9932,109809,25308,11477,69007,176,17,302,654
39391:17,616,654,542,15,302,58,61,8,518
39528:17,302,654,76,616,58,8,866,84,29
39662:50336,17,302,654,76,616,58,8,866,84
39863:616,17,654,302,58,542,15,650,8,861
39940:32,650,17,1578,787,61,58,654,861,364
40101:76,17,10600,32,1023,573,19148,2776,14328,1937
40195:17,616,302,654,8,58,1119,518,15,84
40293:9655,7950,1267,15947,301,43930,4798,17,98723,787
40480:17,302,654,76,616,58,8,866,84,29
40642:17,302,654,76,616,58,8,866,84,29
40789:17,302,616,8,654,58,518,84,542,650
41019:48850,114419,56795,111946,68575,33124,98532,75127,4108,87490
41153:17,302,654,76,616,58,8,866,84,29
41261:19871,6503,28129,7105,17646,7021,4880,1023,1762,508
41402:1352,10041,4755,12990,8848,3172,2880,189,5624,6434
41493:17,302,654,76,616,58,8,866,84,29
41814:3107,1352,10041,4825,3172,2880,189,1712,378,17
41944:17,302,616,654,58,518,32,8,542,84
42105:31972,38746,9435,37342,65886,7146,12808,12065,17376,781
42309:40652,65139,1644,9874,25022,932,17519,64159,327,17
42500:17,302,616,8,245,654,564,58,84,518
42697:719,984,5480,463,1326,76,5738,2318,8860,661
42864:441,4513,10647,3618,1002,4547,9661,4444,5122,1744
43069:17,873,302,70,508,1382,8,245,947,1539
43284:654,302,17,650,5607,45,616,1245,1196,190
43412:2149,7026,13644,19964,1119,790,8500,47887,4205,27340
43565:17,302,654,76,616,58,8,866,84,29
43749:117624,37143,80367,17,302,654,76,616,58,8
43955:44540,51427,11518,93776,40,3125,24599,62824,52647,2548
44135:17,302,654,76,616,58,8,866,84,29
44343:2414,62,1030,15,1511,78956,787,4787,1509,2464
44622:17,302,654,76,616,58,8,866,84,29
44965:8733,2888,574,9657,16956,1400,3698,27236,21038,3709
45178:17,302,654,76,616,58,8,866,84,29
45331:226,140,81,17,70,138,1884,8,518,289
45550:26393,17,302,654,76,616,58,8,866,84
45811:17,302,654,76,616,58,8,866,84,29
45909:17,302,654,616,58,224,650,76,70,542
46104:15333,30093,4093,1276,687,2121,13206,508,7322,17117
46337:17,302,654,76,616,58,8,866,84,29
46528:17,780,76,302,58,262,226,616,654,70
46767:17,302,654,76,616,58,8,866,84,29
47011:7409,167,62310,22205,8673,83595,27781,86,4784,37224
47386:32813,828,10339,25027,67531,77533,14914,24996,1015,25615
47584:52499,70,5819,2618,13382,22034,7700,357,348,140
47815:17,302,654,76,616,58,8,866,84,29
47973:17,302,654,76,616,58,8,866,84,29
48307:9830,152,205,14936,86055,6862,2027,1245,1622,35117
48466:17,302,654,76,616,58,8,866,84,29
48722:17,616,76,302,654,736,58,8,542,518
49112:9464,11252,25,17,18103,111247,25552,22429,23136,1589
49664:719,5480,984,1326,463,76,2318,5738,8860,1400
50020:17,302,654,76,616,58,8,866,84,29
50342:17,302,654,76,616,58,8,866,84,29
50703:49076,944,1511,76,30382,81331,20351,30413,1023,117
50864:17,302,654,76,616,58,8,866,84,29
51105:885,16995,31315,76,17,1546,19829,698,33572,866
51529:29654,2089,565,1451,603,8529,13116,26794,866,28933
52007:17,302,654,76,616,58,8,866,84,29
52159:348,29,1222,20301,654,302,449,1403,58,7610
52533:17,302,654,76,616,58,8,866,84,29
53308:14769,31670,18150,63166,69282,106297,68787,650,81381,4755
54076:17,302,654,76,616,58,8,866,84,29
54989:17,616,8,302,58,354,654,84,736,564
18:17,518,8,654,650,616,58,564,32,302
59:654,616,58,76,29,542,1102,564,15,650
148:17,616,302,654,8,70,58,76,564,542
211:17,8,508,873,302,76,787,564,616,947
238:17,245,302,8,76,616,564,58,654,441
290:17,302,654,616,138,84,76,58,226,8
401:616,58,29,1102,650,542,354,15,138,301
494:17,616,654,58,8,84,542,29,518,15
585:17,302,654,616,58,84,8,29,76,518
646:17,302,654,76,616,58,29,354,70,564
715:4671,2543,12861,8392,9435,11855,8867,311,42989,2215
774:17,302,8,518,650,84,76,564,61,289
823:17,245,616,302,8,654,58,518,564,76
891:17,361,302,654,29,354,84,58,76,616
970:14636,2656,8,4300,9093,4613,50946,84,5010,656
1027:168,1400,661,1326,801,760,574,1528,76,8733
1088:17,616,302,654,8,58,84,564,542,15
1148:17,76,508,302,616,654,70,8,1023,58
1236:17,302,616,58,654,8,76,542,518,84
1342:17,84,518,302,616,654,58,1102,101,650
1412:17,302,654,58,616,84,70,354,29,76
1441:6559,3307,2548,840,6745,2715,245,226,749,10039
1500:302,58,84,518,76,29,15,650,564,354
1561:17,616,58,542,518,84,15,76,29,61
1634:2265,76,8337,9662,6901,2717,40,1913,2901,17
1728:302,58,616,84,8,1102,354,76,650,518
1783:17,302,58,8,29,84,76,542,518,650
1840:616,542,650,564,354,736,301,61,70,861
1891:302,17,654,58,616,29,84,8,15,518
1952:17,616,84,76,8,542,1102,518,15,6
2070:302,84,654,616,58,1102,76,542,29,15
2112:17,302,654,866,76,84,616,58,29,8
2170:17,302,58,542,8,15,650,29,564,518
2250:49715,2194,1951,7838,1064,6191,23527,47112,36528,36231
2304:76,719,17,564,984,1326,5480,463,661,302
2364:302,616,84,29,8,650,76,518,1102,354
2395:17,616,84,8,650,76,518,15,1102,101
2454:17,76,508,616,564,654,8,302,518,542
2501:17,931,947,1382,327,119,8,131,1405,363
2547:17,302,654,616,58,650,76,29,8,84
2604:17,616,302,76,654,58,8,70,226,564
2661:17,616,518,302,654,8,84,58,101,245
2716:81,500,986,16542,542,226,616,8,736,1102
2756:302,654,616,58,84,8,650,29,76,518
2827:17,302,616,654,58,84,8,518,76,650
2907:302,654,58,616,84,8,76,650,354,518
2965:6097,984,18240,3789,5557,650,29475,698,564,135
3013:17,302,70,76,508,654,8,616,58,84
3110:17,616,302,654,58,8,518,542,15,245
3166:17,302,654,76,616,58,8,866,84,29
3220:616,84,8,650,76,1102,518,138,542,736
3277:76,168,17,719,564,698,226,984,302,2139
3329:17,429,654,616,8,302,542,76,58,508
3411:17,302,654,616,58,29,84,8,76,650
3431:3225,2139,47290,34500,76,80576,1730,683,88768,17
3514:302,616,84,8,29,650,518,542,354,1102
3599:17,616,81,76,302,654,564,58,542,70
3685:17,70,76,616,302,654,81,58,8,564
3736:302,654,616,58,84,8,29,650,518,564
3850:654,616,58,29,518,76,354,138,736,542
3947:302,654,616,84,58,518,650,29,354,564
4009:17,616,654,302,542,58,8,76,518,564
4076:25271,87178,65579,46579,91878,31273,2259,5738,76,12218
4140:168,1326,76,719,984,2337,2153,1528,226,463
4209:1164,100327,45182,2025,866,88331,54784,361,83954,1326
4269:17,616,58,84,29,8,650,518,564,354
4357:17,302,616,654,58,564,8,650,542,518
4453:41526,1208,69759,18269,8,8069,28577,10541,40,24752
4522:3522,4671,8772,7622,40840,26509,311,76,214,5975
4640:58,84,29,8,76,518,650,15,354,1102
4702:13617,5197,3509,67691,36929,83972,47507,34813,60121,7386
4779:17,302,616,58,654,8,84,518,18056,861
4852:17,302,616,654,58,564,650,8,70,542
4934:1352,17,10041,508,76,2880,1527,2548,245,8
4991:17,302,654,76,616,58,8,866,84,29
5031:302,654,58,84,518,29,76,650,1102,564
5097:17,508,616,302,8,542,76,654,70,32
